article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_negative_uuid
softcite_data/from_json/hep/sample1-2020-11-22/0704_0020.grobid-0/text.txt.gz,704,0704_0020.grobid-0,c6423dc6392bb46926c9f4b7acfb960b00b557ecfa423ee37e502c77b75e12f7,2022,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,5f510dc5-b23b-4592-a625-4c0f0bc73014,89fa1870-52d1-4524-852e-6e5bc85cd8aa
softcite_data/from_json/hep/sample1-2020-11-22/0706_1394.grobid-0/text.txt.gz,706,0706_1394.grobid-0,de56ebcd50854a73d90330ee3fcad164330da1da52f66326fbfb305b84443ec3,2007,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,87aec459-6bbe-4057-8ac5-283c2021ccf8,82613da6-727d-4d41-b502-583919c0a054
softcite_data/from_json/hep/sample1-2020-11-22/0707_0138.grobid-1/text.txt.gz,707,0707_0138.grobid-1,cd7655ce24ff015fa76c5c70e4e361781ecb2e1c12053c3080db421b24001a3c,1964,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,16fab80a-153d-4198-8768-fcf7ec52d4ef,2b4c68cb-7748-4f32-8f80-02ec2f8e771b
softcite_data/from_json/hep/sample1-2020-11-22/0708_0139.grobid-0/text.txt.gz,708,0708_0139.grobid-0,3f6c22cbf4d7529b4721626120acad4d3366c60e56872ea79a1b56b8305e0fc1,2041,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,82154241-fa6f-44e7-885e-e310483e90dc,7729dc69-0204-4db7-9527-cf78aef64f3d
softcite_data/from_json/hep/sample1-2020-11-22/0709_2396.grobid-0/text.txt.gz,709,0709_2396.grobid-0,46eec64c3f992f4ebece977b8c6f374fa8ef575d0b18a3fd56b8836c574c02de,2038,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,22e82dae-c45d-438a-997d-fb7d3aa4f822,8738c0b2-6789-416e-a489-e272a769216e
softcite_data/from_json/hep/sample1-2020-11-22/0710_1733.grobid-0/text.txt.gz,710,0710_1733.grobid-0,5d394ff4829665cb023afa4fa8ebdf0e35cf0a527479ba3ec5bab86bc3dc36ce,1978,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,9912afbf-fca1-4ffe-b96f-3ca85d3efed7,9c593af8-8bfd-474e-8ebc-3e15736a4870
softcite_data/from_json/hep/sample1-2020-11-22/0711_0693.grobid-1/text.txt.gz,711,0711_0693.grobid-1,913f7088c80102482b3775baa0efa769bbc9bd0dbb27704ec5181544f3387d61,1970,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,dcb9a641-30fe-4cc0-bdd0-61a3f359e69f,6e9aceaf-adab-453e-8b06-e81e6b7fccca
softcite_data/from_json/hep/sample1-2020-11-22/0712_0356.grobid-0/text.txt.gz,712,0712_0356.grobid-0,3e00c89f13c910c856457d1d2fac3b7e88c69075e5975eedf90751d3613b39b8,1927,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,61c52487-db59-49d2-97f0-c96dccf70777,057390f0-08e7-4aea-9034-8e071dad429f
softcite_data/from_json/hep/sample1-2020-11-22/0801_1803.grobid-0/text.txt.gz,801,0801_1803.grobid-0,4f0d2395c8671740e6fda1a46d295974d27e7c2f50b5b648cc4584e3492397eb,1961,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,2414cc23-6e68-47d2-b2ae-11d2d02e2d2a,fddd250e-c3e5-47ac-b156-86109fa37ee6
softcite_data/from_json/hep/sample1-2020-11-22/0802_1000.grobid-0/text.txt.gz,802,0802_1000.grobid-0,54a77666eabd3b5445c5fbe3f49dd8f152ccfa22bca01b0cfe92de0c3dfc5b71,1976,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,9b33e347-9115-4a54-867f-2fa3c40f9ede,78bb2bea-6df3-4b39-9681-5876b04a9b04
softcite_data/from_json/hep/sample1-2020-11-22/0805_1722.grobid-1/text.txt.gz,805,0805_1722.grobid-1,78065a40289b9ce114347ac3dc69e93fb42d6b3e862e21fb4776337815acaaea,1864,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,bb491c78-d5e4-4892-9848-7b01396db84d,c053ab56-eba0-4f22-9401-9adcec1ac3de
softcite_data/from_json/hep/sample1-2020-11-22/0807_0148.grobid-1/text.txt.gz,807,0807_0148.grobid-1,9cce8872ff34a6933fa3c3f055d1004045ad70c7df3f0395274993752d0113d2,1964,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,77c82f55-0831-432e-9cfc-eebb0d8430ce,fcbaa5a6-0d8a-4dee-a1b4-21f354077e2f
softcite_data/from_json/hep/sample1-2020-11-22/0808_0086.grobid-1/text.txt.gz,808,0808_0086.grobid-1,0863bfec6a2cbc845cb0dd2811ebd497af632d5723642ac1c769967570372563,2008,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4053280b-5f88-4f69-b748-066d6592ef36,9f8ba95a-6199-4060-b63c-cd19fe028104
softcite_data/from_json/hep/sample1-2020-11-22/0810_0358.grobid-0/text.txt.gz,810,0810_0358.grobid-0,87120ca32741a56ab2d45ccbd1e6299a2847e4046bb4be33bbd0201a2c1be2a3,1965,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,fa9d05ed-d5da-4fd2-97dd-2729af622914,c01fae05-d607-477b-813c-ea1511bccbf3
softcite_data/from_json/hep/sample1-2020-11-22/0812_0267.grobid-0/text.txt.gz,812,0812_0267.grobid-0,7b6bc09cf1da49bfd0bf06402b2fff3cc0d319c0d8e68b473a4277e17f2d8d7b,1992,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,584df8ea-07b7-43bd-a0cd-087dc9881564,175f5ee8-c8e7-47ac-9518-4eaa00e32802
softcite_data/from_json/hep/sample1-2020-11-22/0901_0693.grobid-0/text.txt.gz,901,0901_0693.grobid-0,0c9d77ca532ce42c63337be1ce7c5ac9eae4c077963aa3882ad73c2950bcf611,2003,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,214afddb-adb9-4def-b038-0f82d24aaf69,9e3db7c4-699b-4457-b700-6051b059d340
softcite_data/from_json/hep/sample1-2020-11-22/0904_0929.grobid-0/text.txt.gz,904,0904_0929.grobid-0,47cbf9608f70b5ccbe1dc9118684d4ee622f7c70a64c5492cb15702973dd5b5d,2021,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,428a3dc2-0c4a-4d8a-9f48-3925edc8201f,37436a81-1f40-46ec-a9cc-7ff5101cd86a
softcite_data/from_json/hep/sample1-2020-11-22/0906_0197.grobid-0/text.txt.gz,906,0906_0197.grobid-0,419c1713eaae85ecfe7e704b6e637701c24f77fc2d05bbfaaf66c887e5f365ba,2000,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,0fe09c94-964a-43f7-b145-fc5668e17e2f,0459f290-fe97-407c-b0d3-7915431e4d5a
softcite_data/from_json/hep/sample1-2020-11-22/0909_0193.grobid-1/text.txt.gz,909,0909_0193.grobid-1,70b1594cb8ec3e578b962123007f8819107d131c40c22defbdf43a797ed9fbe5,2064,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,dc7bc37c-d1c8-4fcc-b39a-4a1b0b7ed1f5,d7815977-e056-44df-8ff1-21a00f2d8727
softcite_data/from_json/hep/sample1-2020-11-22/0910_0062.grobid-1/text.txt.gz,910,0910_0062.grobid-1,6d03ebde0341f02631f6e23caae7ed2f603dd342ec88ce778033fce1aeada567,2063,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,7009cfd1-ae52-4a1b-b3c6-58413ad8d8af,01457c52-dd06-4e85-a4ab-589d508287b3
softcite_data/from_json/hep/sample1-2020-11-22/0912_2776.grobid-0/text.txt.gz,912,0912_2776.grobid-0,e5687cce566035665c8d4e98202b28e8da3b66e5cd07d9cef19f480e0793c6c5,1932,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,c0f3273b-1a84-41bc-9b30-f3131940ba55,d5e6b74e-9743-476d-945c-383ff443ea53
softcite_data/from_json/hep/sample1-2020-11-22/1001_2238.grobid-1/text.txt.gz,1001,1001_2238.grobid-1,5f0e4f2156886449f0c56c91572bc190ecd0602fa441de41a6ca14be13572bb8,2033,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,f2b810d8-e644-493e-98dd-c51d3d3ffbcd,1fca4e3c-2fe6-4128-a952-797a0326bfbc
softcite_data/from_json/hep/sample1-2020-11-22/1003_0705.grobid-1/text.txt.gz,1003,1003_0705.grobid-1,7dbccfebb863d4390865d6c50901b9411e4a0369c93fa944513d82645df30055,2086,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,cf738a60-203e-4df0-be77-f87b24dd9f24,6ec523f0-3f92-4c9e-ab51-dfd30b2573ae
softcite_data/from_json/hep/sample1-2020-11-22/1004_0358.grobid-0/text.txt.gz,1004,1004_0358.grobid-0,b9fabf56813b965719f72b116cdafc92b5404dd478fc13e95d1f669189a35c2c,1946,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,27560124-ccaa-40a9-acf1-833af3c50b29,67d8c537-2428-4c9d-8155-be78e5ab6ef4
softcite_data/from_json/hep/sample1-2020-11-22/1005_2222.grobid-0/text.txt.gz,1005,1005_2222.grobid-0,3364e0259f40200c2a45a62bff9246cb15b1bc85e6d5778b227fd1627b915d2f,1965,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,b676f635-87cb-4911-8a0a-6a0ddd29b3e0,8d154e69-a6fc-4f5d-a374-a93fed84a44a
softcite_data/from_json/hep/sample1-2020-11-22/1006_4298.grobid-2/text.txt.gz,1006,1006_4298.grobid-2,b9face8145ec53f7f8e5ba9e59f012ecd7bcd5106df66673820d1711a5fe7fb4,2034,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,bd457592-2fcc-4ddf-9eb5-7732fd0498ea,d3d4f513-511d-4f60-8da6-86746cb867dd
softcite_data/from_json/hep/sample1-2020-11-22/1007_0516.grobid-0/text.txt.gz,1007,1007_0516.grobid-0,4230f6b043279e2a867b3068b60ace2c8d0b1fdc5ecb83354007341f96a3ec4b,1956,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,b4db1108-440b-4445-a597-933cc9599bbf,d3aa25b3-5495-46c2-9e47-107400f8c59e
softcite_data/from_json/hep/sample1-2020-11-22/1008_1774.grobid-0/text.txt.gz,1008,1008_1774.grobid-0,5de47e8e10f378dba1a0b5b234f13cbdd91fdf778c37b11967e07f65c4918f80,2045,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,02c8a799-5424-44dd-bb52-f956f59f51f9,8cdcf83d-5307-4284-96a8-4d4e28e5a502
softcite_data/from_json/hep/sample1-2020-11-22/1010_0262.grobid-1/text.txt.gz,1010,1010_0262.grobid-1,256b86979406a41074ce6d9e6e065009f30674e4ebecab913896f410af2d9d9c,1999,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,c393edc0-c12f-468b-b80f-a1fbd9bb0822,1d3ee10c-2c5f-423c-bbac-b78cf8b5f048
